Organism,NC_000913,NC_004741,NC_003198,NC_003143,NC_011833,NC_002663,NC_000907,NC_005061,NC_004459,NC_004603,NC_002947,NC_004578,NC_002516,NC_004347,NC_002488,NC_003919,NC_007086,NC_003112,NC_005085,NC_004757,NC_003295,NC_002927,NC_002928,NC_002929,NC_005090,NC_002163,NC_004917,NC_004310,NC_002678,NC_003062,NC_003047,NC_004463,NC_002696
NC_000913,0,-1.22455643461,-1.22455643461,nan,nan,nan,nan,nan,nan,nan,1.25678160394,2.08389428345,1.25678160394,0.429668924424,nan,1.25678160394,1.25678160394,-0.397443755092,2.08389428345,-0.397443755092,2.08389428345,1.25678160394,1.25678160394,1.25678160394,nan,nan,nan,1.25678160394,0.429668924424,nan,nan,0.429668924424,1.25678160394
NC_004741,-1.22455643461,0,-1.22455643461,nan,nan,nan,nan,nan,nan,nan,1.25678160394,2.08389428345,1.25678160394,0.429668924424,nan,1.25678160394,1.25678160394,-0.397443755092,2.08389428345,-0.397443755092,2.08389428345,1.25678160394,1.25678160394,1.25678160394,nan,nan,nan,1.25678160394,0.429668924424,nan,nan,0.429668924424,1.25678160394
NC_003198,-1.22455643461,-1.22455643461,0,nan,nan,nan,nan,nan,nan,nan,1.25678160394,2.08389428345,1.25678160394,0.429668924424,nan,1.25678160394,1.25678160394,-0.397443755092,2.08389428345,-0.397443755092,2.08389428345,1.25678160394,1.25678160394,1.25678160394,nan,nan,nan,1.25678160394,0.429668924424,nan,nan,0.429668924424,1.25678160394
NC_003143,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_011833,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_002663,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_000907,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_005061,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_004459,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_004603,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
